bus_id,route_id
13053,24
13054,24
13055,24
13056,24
13057,24
13058,24
13059,24
13060,24
13061,24
13062,24
13063,24
13064,24
13065,24
13066,24
13067,24
13068,24
13069,24
13070,24
13071,24
13072,24
13073,24
13074,24
13075,24
13076,24
13077,24
13078,24
13079,24
13080,24
13081,24
13082,24
13083,24
13084,24
13085,24
13086,24
13087,24
13088,24
13089,24
13090,24
13091,24
13092,24
13093,24
13094,24
13095,24
13096,24
13097,24
13098,24
13099,24
13100,24
13101,24
13102,24
13103,24
13104,24
13105,24
13106,24
13107,24
13108,24
13109,24
13110,24
13111,24
13112,24
13113,24
13114,24
13115,24
13116,24
13117,24
13118,24
13119,24
13120,24
13121,24
13122,24
13123,24
13124,24
13125,24
13455,25
13456,25
13457,25
13458,25
13459,25
13460,25
13461,25
13462,25
13463,25
13464,25
13465,25
13466,25
13467,25
13468,25
13469,25
13470,25
13471,25
13472,25
13473,25
13474,25
13475,25
13476,25
13477,25
13478,25
13479,25
13480,25
13481,25
13482,25
13483,25
13484,25
13485,25
13486,25
13487,25
13488,25
13489,25
13490,25
13491,25
13492,25
13493,25
13494,25
13495,25
13496,25
13497,25
13498,25
13499,25
13500,25
13501,25
13502,25
13503,25
13504,25
13505,25
13506,25
13507,25
13508,25
13509,25
13510,25
13511,25
13512,25
13513,25
13514,25
13515,25
13516,25
13517,25
13518,25
13519,25
13520,25
13521,25
13522,25
13523,25
13524,25
13525,25
13526,25
13527,25
13528,25
13529,25
13530,25
13531,25
13532,25
13533,25
13534,25
13535,25
13536,25
13537,25
13538,25
13539,25
13540,25
13541,25
13542,25
13543,25
13544,25
13545,25
13546,25
13547,25
13548,25
13549,25
13550,25
13551,25
13552,25
13553,25
13554,25
13555,25
13556,25
13557,25
13558,25
13559,25
13560,25
13561,25
13772,26
13773,26
13774,26
13775,26
13776,26
13777,26
13778,26
13779,26
13780,26
13781,26
13782,26
13783,26
13784,26
13785,26
13786,26
13787,26
13788,26
13789,26
13790,26
13791,26
13792,26
13793,26
13794,26
13795,26
13796,26
13797,26
13798,26
13799,26
13800,26
13801,26
13802,26
13803,26
13804,26
13805,26
13806,26
13807,26
13808,26
13809,26
13810,26
13811,26
13812,26
13813,26
13814,26
13815,26
13816,26
13817,26
13818,26
13819,26
13820,26
13821,26
13822,26
13823,26
13824,26
13825,26
13826,26
13827,26
13828,26
13829,26
13830,26
13831,26
13832,26
13833,26
13834,26
13835,26
13836,26
13837,26
13838,26
13839,26
13840,26
13841,26
13842,26
13843,26
13844,26
13845,26
13846,26
13847,26
13848,26
13849,26
13850,26
13851,26
13852,26
13853,26
13854,26
13855,26
13856,26
13857,26
13858,26
13859,26
13860,26
13861,26
13862,26
13863,26
13864,26
13865,26
13866,26
13867,26
13868,26
13869,26
13870,26
13871,26
13872,26
13873,26
13874,26
13875,26
13876,26
13877,26
14087,27
14088,27
14089,27
14090,27
14091,27
14092,27
14093,27
14094,27
14095,27
14096,27
14097,27
14098,27
14099,27
14100,27
14101,27
14102,27
14103,27
14104,27
14105,27
14106,27
14107,27
14108,27
14109,27
14110,27
14111,27
14112,27
14113,27
14114,27
14115,27
14116,27
14117,27
14118,27
14119,27
14120,27
14121,27
14122,27
14123,27
14124,27
14125,27
14126,27
14127,27
14128,27
14129,27
14130,27
14131,27
14132,27
14133,27
14134,27
14135,27
14136,27
14137,27
14138,27
14139,27
14140,27
14141,27
14142,27
14143,27
14144,27
14145,27
14146,27
14147,27
14148,27
14149,27
14150,27
14151,27
14152,27
14153,27
14154,27
14155,27
14156,27
14157,27
14158,27
14159,27
14160,27
14161,27
14162,27
14163,27
14164,27
14165,27
14166,27
14167,27
14168,27
14169,27
14170,27
14171,27
14172,27
14173,27
14174,27
14175,27
14176,27
14177,27
14178,27
14179,27
14180,27
14181,27
14182,27
14183,27
14184,27
14185,27
14186,27
14187,27
14188,27
14189,27
14190,27
14191,27
14192,27
14193,27
14194,27
14195,27
14196,27
14197,27
14198,27
14199,27
1420,3
14200,27
14201,27
14202,27
14203,27
14204,27
14205,27
14206,27
14207,27
14208,27
14209,27
1421,3
14210,27
14211,27
14212,27
14213,27
14214,27
14215,27
14216,27
14217,27
1422,3
1423,3
1424,3
1425,3
1426,3
1427,3
1428,3
1429,3
1430,3
1431,3
1432,3
1433,3
1434,3
1435,3
1436,3
1437,3
1438,3
1439,3
1440,3
1441,3
1442,3
1443,3
1444,3
14446,28
14447,28
14448,28
14449,28
1445,3
14450,28
14451,28
14452,28
14453,28
14454,28
14455,28
14456,28
14457,28
14458,28
14459,28
1446,3
14460,28
14461,28
14462,28
14463,28
14464,28
14465,28
14466,28
14467,28
14468,28
14469,28
1447,3
14470,28
14471,28
14472,28
14473,28
14474,28
14475,28
14476,28
14477,28
14478,28
14479,28
1448,3
14480,28
14481,28
14482,28
14483,28
14484,28
14485,28
14486,28
14487,28
14488,28
14489,28
1449,3
14490,28
14491,28
14492,28
14493,28
14494,28
14495,28
14496,28
14497,28
14498,28
14499,28
1450,3
14500,28
14501,28
14502,28
14503,28
14504,28
14505,28
14506,28
14507,28
14508,28
14509,28
1451,3
14510,28
14511,28
14512,28
14513,28
14514,28
14515,28
14516,28
14517,28
14518,28
14519,28
1452,3
14520,28
14521,28
14522,28
14523,28
14524,28
14525,28
14526,28
14527,28
14528,28
14529,28
1453,3
14530,28
14531,28
14532,28
14533,28
14534,28
14535,28
14536,28
14537,28
14538,28
14539,28
1454,3
14540,28
14541,28
14542,28
14543,28
14544,28
14545,28
14546,28
14547,28
14548,28
14549,28
1455,3
14550,28
14551,28
14552,28
14553,28
14554,28
14555,28
14556,28
14557,28
14558,28
14559,28
1456,3
14560,28
14561,28
14562,28
14563,28
14564,28
14565,28
14566,28
14567,28
14568,28
14569,28
1457,3
14570,28
14571,28
14572,28
14573,28
14574,28
14575,28
14576,28
14577,28
14578,28
1458,3
1459,3
1460,3
1461,3
1462,3
1463,3
1464,3
1465,3
1466,3
1467,3
1468,3
1469,3
1470,3
1471,3
1472,3
1473,3
1474,3
1475,3
1476,3
1477,3
1478,3
1479,3
1480,3
1481,3
14810,29
14811,29
14812,29
14813,29
14814,29
14815,29
14816,29
14817,29
14818,29
14819,29
1482,3
14820,29
14821,29
14822,29
14823,29
14824,29
14825,29
14826,29
14827,29
14828,29
14829,29
1483,3
14830,29
14831,29
14832,29
14833,29
14834,29
14835,29
14836,29
14837,29
14838,29
14839,29
1484,3
14840,29
14841,29
14842,29
14843,29
14844,29
14845,29
14846,29
14847,29
14848,29
14849,29
1485,3
14850,29
14851,29
14852,29
14853,29
14854,29
14855,29
14856,29
14857,29
14858,29
14859,29
1486,3
14860,29
14861,29
14862,29
14863,29
14864,29
14865,29
14866,29
14867,29
14868,29
14869,29
1487,3
14870,29
14871,29
14872,29
14873,29
14874,29
14875,29
14876,29
14877,29
14878,29
14879,29
1488,3
14880,29
14881,29
14882,29
14883,29
14884,29
14885,29
14886,29
14887,29
14888,29
14889,29
1489,3
14890,29
14891,29
14892,29
14893,29
14894,29
14895,29
14896,29
14897,29
14898,29
14899,29
1490,3
14900,29
14901,29
14902,29
14903,29
14904,29
14905,29
14906,29
14907,29
14908,29
14909,29
1491,3
14910,29
14911,29
14912,29
14913,29
14914,29
14915,29
14916,29
14917,29
14918,29
14919,29
1492,3
14920,29
14921,29
14922,29
14923,29
14924,29
14925,29
14926,29
14927,29
14928,29
14929,29
1493,3
14930,29
14931,29
14932,29
14933,29
14934,29
14935,29
14936,29
14937,29
14938,29
14939,29
1494,3
14940,29
14941,29
14942,29
14943,29
14944,29
14945,29
14946,29
14947,29
14948,29
14949,29
1495,3
14950,29
14951,29
14952,29
14953,29
14954,29
14955,29
14956,29
14957,29
14958,29
14959,29
1496,3
14960,29
14961,29
14962,29
14963,29
14964,29
14965,29
14966,29
14967,29
14968,29
14969,29
1497,3
14970,29
14971,29
14972,29
14973,29
14974,29
14975,29
14976,29
14977,29
14978,29
14979,29
1498,3
14980,29
14981,29
14982,29
14983,29
14984,29
14985,29
14986,29
14987,29
14988,29
14989,29
1499,3
14990,29
14991,29
1500,3
1501,3
1502,3
1503,3
1504,3
1505,3
1506,3
1507,3
1508,3
1509,3
1510,3
1511,3
1512,3
1513,3
1514,3
1515,3
1516,3
1517,3
1518,3
1519,3
1520,3
1521,3
1522,3
1523,3
1524,3
1525,3
1526,3
1527,3
1528,3
1529,3
1530,3
1531,3
1532,3
1533,3
1534,3
1535,3
15351,30
15352,30
15353,30
15354,30
15355,30
15356,30
15357,30
15358,30
15359,30
1536,3
15360,30
15361,30
15362,30
15363,30
15364,30
15365,30
15366,30
15367,30
15368,30
15369,30
1537,3
15370,30
15371,30
15372,30
15373,30
15374,30
15375,30
15376,30
15377,30
15378,30
15379,30
1538,3
15380,30
15381,30
15382,30
15383,30
15384,30
15385,30
15386,30
15387,30
15388,30
15389,30
1539,3
15390,30
15391,30
15392,30
15393,30
15394,30
15395,30
15396,30
15397,30
15398,30
15399,30
1540,3
15400,30
15401,30
15402,30
15403,30
15404,30
15405,30
15406,30
15407,30
15408,30
15409,30
1541,3
15410,30
15411,30
15412,30
15413,30
15414,30
15415,30
15416,30
15417,30
15418,30
15419,30
1542,3
15420,30
15421,30
15422,30
15423,30
15424,30
15425,30
15426,30
15427,30
15428,30
15429,30
1543,3
15430,30
15431,30
15432,30
15433,30
15434,30
15435,30
15436,30
15437,30
15438,30
15439,30
1544,3
15440,30
15441,30
15442,30
15443,30
15444,30
15445,30
15446,30
15447,30
15448,30
15449,30
1545,3
15450,30
15451,30
15452,30
15453,30
15454,30
15455,30
15456,30
15457,30
15458,30
15459,30
1546,3
15460,30
15461,30
15462,30
15463,30
15464,30
15465,30
15466,30
15467,30
15468,30
15469,30
1547,3
15470,30
15471,30
15472,30
15473,30
15474,30
15475,30
15476,30
15477,30
15478,30
15479,30
1548,3
15480,30
15481,30
15482,30
15483,30
15484,30
15485,30
15486,30
15487,30
15488,30
15489,30
1549,3
15490,30
15491,30
15492,30
15493,30
15494,30
15495,30
15496,30
15497,30
15498,30
15499,30
1550,3
15500,30
15501,30
15502,30
15503,30
15504,30
15505,30
15506,30
15507,30
15508,30
15509,30
1551,3
15510,30
15511,30
15512,30
15513,30
15514,30
15515,30
15516,30
15517,30
15518,30
15519,30
1552,3
15520,30
15521,30
15522,30
15523,30
15524,30
15525,30
1553,3
1554,3
1555,3
1556,3
1557,3
1558,3
1559,3
1560,3
1561,3
1562,3
1563,3
1564,3
1565,3
1566,3
1567,3
1568,3
1569,3
1570,3
1571,3
1572,3
1573,3
1574,3
1575,3
1576,3
1577,3
1578,3
1579,3
1580,3
1581,3
1582,3
1583,3
1584,3
1585,3
1586,3
1587,3
15876,31
15877,31
15878,31
15879,31
1588,3
15880,31
15881,31
15882,31
15883,31
15884,31
15885,31
15886,31
15887,31
15888,31
15889,31
1589,3
15890,31
15891,31
15892,31
15893,31
15894,31
15895,31
15896,31
15897,31
15898,31
15899,31
1590,3
15900,31
15901,31
15902,31
15903,31
15904,31
15905,31
15906,31
15907,31
15908,31
15909,31
1591,3
15910,31
15911,31
15912,31
15913,31
15914,31
15915,31
15916,31
15917,31
15918,31
15919,31
1592,3
15920,31
15921,31
15922,31
15923,31
15924,31
15925,31
15926,31
15927,31
15928,31
15929,31
1593,3
15930,31
15931,31
15932,31
15933,31
15934,31
15935,31
15936,31
15937,31
15938,31
15939,31
1594,3
15940,31
15941,31
15942,31
15943,31
15944,31
15945,31
15946,31
15947,31
15948,31
15949,31
1595,3
15950,31
15951,31
15952,31
1596,3
1597,3
1598,3
1599,3
1600,3
1601,3
1602,3
1603,3
1604,3
1605,3
1606,3
1607,3
1608,3
1609,3
1610,3
16107,32
16108,32
16109,32
1611,3
16110,32
16111,32
16112,32
16113,32
16114,32
16115,32
16116,32
16117,32
16118,32
16119,32
1612,3
16120,32
16121,32
16122,32
16123,32
16124,32
16125,32
16126,32
16127,32
16128,32
16129,32
1613,3
16130,32
16131,32
16132,32
16133,32
16134,32
16135,32
16136,32
16137,32
16138,32
16139,32
1614,3
16140,32
16141,32
16142,32
16143,32
16144,32
16145,32
16146,32
16147,32
16148,32
16149,32
1615,3
16150,32
16151,32
16152,32
16153,32
16154,32
16155,32
16156,32
16157,32
16158,32
16159,32
1616,3
16160,32
16161,32
16162,32
16163,32
16164,32
16165,32
16166,32
16167,32
16168,32
16169,32
1617,3
16170,32
16171,32
16172,32
16173,32
16174,32
16175,32
16176,32
16177,32
16178,32
16179,32
1618,3
16180,32
16181,32
16182,32
16183,32
16184,32
16185,32
16186,32
16187,32
16188,32
16189,32
1619,3
16190,32
16191,32
16192,32
16193,32
16194,32
16195,32
16196,32
16197,32
16198,32
16199,32
1620,3
16200,32
16201,32
16202,32
16203,32
16204,32
16205,32
16206,32
16207,32
16208,32
16209,32
1621,3
16210,32
16211,32
16212,32
16213,32
16214,32
16215,32
16216,32
16217,32
16218,32
16219,32
1622,3
16220,32
1623,3
1624,3
1625,3
1626,3
1627,3
1628,3
1629,3
1630,3
1631,3
1632,3
1633,3
1634,3
1635,3
1636,3
1637,3
1638,3
1639,3
1640,3
1641,3
1642,3
1643,3
1644,3
16449,33
1645,3
16450,33
16451,33
16452,33
16453,33
16454,33
16455,33
16456,33
16457,33
16458,33
16459,33
1646,3
16460,33
16461,33
16462,33
16463,33
16464,33
16465,33
16466,33
16467,33
16468,33
16469,33
1647,3
16470,33
16471,33
16472,33
16473,33
16474,33
16475,33
16476,33
16477,33
16478,33
16479,33
1648,3
16480,33
16481,33
16482,33
16483,33
16484,33
16485,33
16486,33
16487,33
16488,33
16489,33
1649,3
16490,33
16491,33
16492,33
16493,33
16494,33
16495,33
16496,33
16497,33
16498,33
16499,33
1650,3
16500,33
16501,33
16502,33
16503,33
16504,33
16505,33
16506,33
16507,33
16508,33
16509,33
1651,3
16510,33
16511,33
16512,33
16513,33
16514,33
16515,33
16516,33
16517,33
16518,33
16519,33
1652,3
16520,33
16521,33
16522,33
16523,33
16524,33
16525,33
16526,33
16527,33
16528,33
16529,33
1653,3
16530,33
16531,33
16532,33
16533,33
16534,33
16535,33
16536,33
16537,33
16538,33
16539,33
1654,3
16540,33
16541,33
16542,33
16543,33
16544,33
16545,33
16546,33
16547,33
16548,33
16549,33
1655,3
16550,33
16551,33
16552,33
16553,33
16554,33
16555,33
16556,33
16557,33
16558,33
16559,33
1656,3
16560,33
16561,33
16562,33
16563,33
16564,33
16565,33
16566,33
16567,33
16568,33
16569,33
1657,3
16570,33
16571,33
16572,33
16573,33
16574,33
16575,33
16576,33
16577,33
16578,33
16579,33
1658,3
16580,33
16581,33
16582,33
16583,33
16584,33
16585,33
16586,33
16587,33
16588,33
16589,33
1659,3
16590,33
16591,33
16592,33
16593,33
16594,33
16595,33
16596,33
16597,33
16598,33
16599,33
1660,3
16600,33
16601,33
16602,33
16603,33
16604,33
16605,33
16606,33
16607,33
16608,33
16609,33
1661,3
16610,33
16611,33
16612,33
16613,33
16614,33
16615,33
16616,33
16617,33
16618,33
16619,33
1662,3
16620,33
16621,33
16622,33
16623,33
16624,33
16625,33
16626,33
16627,33
16628,33
1663,3
1664,3
1665,3
1666,3
1667,3
1668,3
1669,3
1670,3
16989,34
16990,34
16991,34
16992,34
16993,34
16994,34
16995,34
16996,34
16997,34
16998,34
16999,34
17000,34
17001,34
17002,34
17003,34
17004,34
17005,34
17006,34
17007,34
17008,34
17009,34
17010,34
17011,34
17012,34
17013,34
17014,34
17015,34
17016,34
17017,34
17018,34
17019,34
17020,34
17021,34
17022,34
17023,34
17024,34
17025,34
17026,34
17027,34
17028,34
17029,34
17030,34
17031,34
17032,34
17033,34
17034,34
17035,34
17036,34
17037,34
17038,34
17039,34
17040,34
17041,34
17042,34
17043,34
17044,34
17045,34
17046,34
17047,34
17048,34
17049,34
17050,34
17051,34
17052,34
17053,34
17054,34
17055,34
17056,34
17057,34
17058,34
17059,34
17060,34
17061,34
17062,34
17063,34
17064,34
17065,34
17066,34
17067,34
17068,34
17069,34
17070,34
17071,34
17072,34
17073,34
17074,34
17075,34
17076,34
17077,34
17078,34
17079,34
17080,34
17081,34
17082,34
17083,34
17084,34
17085,34
17086,34
17087,34
17088,34
17089,34
17090,34
17091,34
17092,34
17093,34
17094,34
17095,34
17096,34
17097,34
17098,34
17099,34
17100,34
17325,35
17326,35
17327,35
17328,35
17329,35
17330,35
17331,35
17332,35
17333,35
17334,35
17335,35
17336,35
17337,35
17338,35
17339,35
17340,35
17341,35
17342,35
17343,35
17344,35
17345,35
17346,35
17347,35
17348,35
17349,35
17350,35
17351,35
17352,35
17353,35
17354,35
17355,35
17356,35
17357,35
17358,35
17359,35
17360,35
17361,35
17362,35
17363,35
17364,35
17365,35
17366,35
17367,35
17368,35
17369,35
17370,35
17371,35
17372,35
17373,35
17374,35
17375,35
17376,35
17377,35
17378,35
